YEAR,FACILITY NAME,STREET ADDRESS,CITY,COUNTY,STATE,ZIP,addresses,LATITUDE,LONGITUDE,FEDERAL FACILITY,INDUSTRY SECTOR,CHEMICAL,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,METAL,METAL CATEGORY,CARCINOGEN,PROD_RATIO_OR_ ACTIVITY,PARENT CO NAME
2018,HYPERTHERM INC,21 GREAT HOLLOW RD,HANOVER,GRAFTON,NH,03755,21 GREAT HOLLOW RD HANOVER NH 3755,43.6823,-72.2353,NO,Fabricated Metals,DIISOCYANATES,YES,TRI,NO,0,NO,PRODUCTION,HYPERTHERM INC
2018,CIRTRONICS CORP,528 RTE 13 S,MILFORD,HILLSBOROUGH,NH,03055,528 RTE 13 S MILFORD NH 3055,42.80914,-71.64836,NO,Computers and Electronic Products,LEAD,YES,PBT,YES,1,YES,PRODUCTION,NA
2018,TORROMEO INDUSTRIES INC,18 DORRE ROAD,KINGSTON,ROCKINGHAM,NH,03848,18 DORRE ROAD KINGSTON NH 3848,42.867524,-71.091447,NO,Other,LEAD  and LEAD COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,TORROMEO INDUSTRIES INC
2018,SUBCOM CABLE SYSTEMS LLC,100 PISCATAQUA DR,NEWINGTON,ROCKINGHAM,NH,03801,100 PISCATAQUA DR NEWINGTON NH 3801,43.098061,-70.799578,NO,Electrical Equipment,COPPER,NO,TRI,YES,1,NO,PRODUCTION,NA
2018,EASTERN BOATS INC,11 INDUSTRIAL WAY,MILTON,STRAFFORD,NH,03851,11 INDUSTRIAL WAY MILTON NH 3851,43.469023,-70.99458,NO,Transportation Equipment,STYRENE,YES,TRI,NO,0,YES,PRODUCTION,NA
2018,BRENNTAG LUBRICANTS NORTH EAST-MANCHESTER,1064 GOFFS FALLS RD,MANCHESTER,HILLSBOROUGH,NH,03103,1064 GOFFS FALLS RD MANCHESTER NH 3103,42.94456,-71.44486,NO,Petroleum Bulk Terminals,ZINC COMPOUNDS,NO,TRI,YES,1,NO,,BRENNTAG N.A. INC
2018,LEBANON CRUSHED STONE PIKE INDUSTRIES INC,335 PLAINFIELD RD,WEST LEBANON,GRAFTON,NH,03784,335 PLAINFIELD RD WEST LEBANON NH 3784,43.617851,-72.326956,NO,Petroleum,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,CRH AMERICAS INC
2018,SUBCOM CABLE SYSTEMS LLC,100 PISCATAQUA DR,NEWINGTON,ROCKINGHAM,NH,03801,100 PISCATAQUA DR NEWINGTON NH 3801,43.098061,-70.799578,NO,Electrical Equipment,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,NA
2018,LEBANON CRUSHED STONE PIKE INDUSTRIES INC,335 PLAINFIELD RD,WEST LEBANON,GRAFTON,NH,03784,335 PLAINFIELD RD WEST LEBANON NH 3784,43.617851,-72.326956,NO,Petroleum,LEAD,YES,PBT,YES,1,YES,PRODUCTION,CRH AMERICAS INC
2018,BRENNTAG LUBRICANTS NORTH EAST-MANCHESTER,1064 GOFFS FALLS RD,MANCHESTER,HILLSBOROUGH,NH,03103,1064 GOFFS FALLS RD MANCHESTER NH 3103,42.94456,-71.44486,NO,Petroleum Bulk Terminals,ETHYLENE GLYCOL,YES,TRI,NO,0,NO,,BRENNTAG N.A. INC
2018,SPRAGUE RIVER ROAD TERMINAL,372 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,372 SHATTUCK WAY NEWINGTON NH 3801,43.1117,-70.815,NO,Petroleum Bulk Terminals,ETHYLBENZENE,YES,TRI,NO,0,YES,,SPRAGUE RESOURCES LP
2018,SPRAGUE RIVER ROAD TERMINAL,372 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,372 SHATTUCK WAY NEWINGTON NH 3801,43.1117,-70.815,NO,Petroleum Bulk Terminals,"1,2,4-TRIMETHYLBENZENE",NO,TRI,NO,0,NO,PRODUCTION,SPRAGUE RESOURCES LP
2018,SPRAGUE RIVER ROAD TERMINAL,372 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,372 SHATTUCK WAY NEWINGTON NH 3801,43.1117,-70.815,NO,Petroleum Bulk Terminals,NAPHTHALENE,YES,TRI,NO,0,YES,PRODUCTION,SPRAGUE RESOURCES LP
2018,HYPERTHERM INC,71 HEATER RD,LEBANON,GRAFTON,NH,03766,71 HEATER RD LEBANON NH 3766,43.64683,-72.23466,NO,Fabricated Metals,COPPER,NO,TRI,YES,1,NO,PRODUCTION,HYPERTHERM INC
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,ETHYLBENZENE,YES,TRI,NO,0,YES,PRODUCTION,NA
2018,HAYDON KERK MOTION SOLUTIONS INC,69 MEADOWBROOK DR,MILFORD,HILLSBOROUGH,NH,03055,69 MEADOWBROOK DR MILFORD NH 3055,42.83565,-71.7034,NO,Fabricated Metals,CHROMIUM,YES,TRI,YES,1,NO,PRODUCTION,AMETEK INC
2018,SPRAGUE RIVER ROAD TERMINAL,372 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,372 SHATTUCK WAY NEWINGTON NH 3801,43.1117,-70.815,NO,Petroleum Bulk Terminals,LEAD,YES,PBT,YES,1,YES,PRODUCTION,SPRAGUE RESOURCES LP
2018,SPRAGUE RIVER ROAD TERMINAL,372 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,372 SHATTUCK WAY NEWINGTON NH 3801,43.1117,-70.815,NO,Petroleum Bulk Terminals,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,SPRAGUE RESOURCES LP
2018,HAYDON KERK MOTION SOLUTIONS INC,69 MEADOWBROOK DR,MILFORD,HILLSBOROUGH,NH,03055,69 MEADOWBROOK DR MILFORD NH 3055,42.83565,-71.7034,NO,Fabricated Metals,NICKEL,YES,TRI,YES,1,YES,PRODUCTION,AMETEK INC
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,DIMETHYL PHTHALATE,YES,TRI,NO,0,NO,PRODUCTION,NA
2018,PRAXAIR SURFACE TECHNOLOGIES INC,146 PEMBROKE RD,CONCORD,MERRIMACK,NH,03301,146 PEMBROKE RD CONCORD NH 3301,43.21475,-71.49154,NO,Machinery,COPPER,NO,TRI,YES,1,NO,PRODUCTION,PRAXAIR INC
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,"1,2,4-TRIMETHYLBENZENE",NO,TRI,NO,0,NO,PRODUCTION,NA
2018,SPRAGUE RIVER ROAD TERMINAL,372 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,372 SHATTUCK WAY NEWINGTON NH 3801,43.1117,-70.815,NO,Petroleum Bulk Terminals,XYLENE (MIXED ISOMERS),YES,TRI,NO,0,NO,,SPRAGUE RESOURCES LP
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,XYLENE (MIXED ISOMERS),YES,TRI,NO,0,NO,PRODUCTION,NA
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,CRESOL (MIXED ISOMERS),YES,TRI,NO,0,NO,PRODUCTION,NA
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,"2,4-DIMETHYLPHENOL",NO,TRI,NO,0,NO,PRODUCTION,NA
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,N-METHYL-2-PYRROLIDONE,NO,TRI,NO,0,NO,PRODUCTION,NA
2018,NEW HAMPSHIRE BALL BEARINGS I NC,155 LEXINGTON DR,LACONIA,BELKNAP,NH,03246,155 LEXINGTON DR LACONIA NH 3246,43.54432,-71.49148,NO,Transportation Equipment,,YES,TRI,YES,1,NO,PRODUCTION,NMB USA INC
2018,NEW HAMPSHIRE BALL BEARINGS I NC,155 LEXINGTON DR,LACONIA,BELKNAP,NH,03246,155 LEXINGTON DR LACONIA NH 3246,43.54432,-71.49148,NO,Transportation Equipment,COPPER  and COPPER COMPOUNDS,NO,TRI,YES,1,NO,PRODUCTION,NMB USA INC
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,COPPER,NO,TRI,YES,1,NO,PRODUCTION,NA
2018,OSRAM SYLVANIA PRODUCTS INC,275 W MAIN ST,HILLSBORO,HILLSBOROUGH,NH,03244,275 W MAIN ST HILLSBORO NH 3244,43.1117,-71.91656,NO,Electrical Equipment,NICKEL,YES,TRI,YES,1,YES,PRODUCTION,NA
2018,OWENS CORNING ROOFING & ASPHALT LLC,61 PINE RD,BRENTWOOD,ROCKINGHAM,NH,03833,61 PINE RD BRENTWOOD NH 3833,42.975076,-70.951836,NO,Petroleum,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,OWENS CORNING
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,"N,N-DIMETHYLFORMAMIDE",YES,TRI,NO,0,NO,PRODUCTION,WORTHEN INDUSTRIES INC
2018,BROX INDUSTRIES INC,85 GREELEY ST,HUDSON,HILLSBOROUGH,NH,03051,85 GREELEY ST HUDSON NH 3051,42.785679,-71.415398,NO,Petroleum,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,BROX INDUSTRIES INC
2018,OWENS CORNING ROOFING & ASPHALT LLC,61 PINE RD,BRENTWOOD,ROCKINGHAM,NH,03833,61 PINE RD BRENTWOOD NH 3833,42.975076,-70.951836,NO,Petroleum,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,OWENS CORNING
2018,ELEKTRISOLA INC,126 HIGH ST,BOSCAWEN,MERRIMACK,NH,03303,126 HIGH ST BOSCAWEN NH 3303,43.32661,-71.640759,NO,Primary Metals,PHENOL,YES,TRI,NO,0,NO,PRODUCTION,NA
2018,EMD MILLIPORE CORP,11 PRESCOTT RD,JAFFREY,CHESHIRE,NH,03452,11 PRESCOTT RD JAFFREY NH 3452,42.799373,-71.985188,NO,Computers and Electronic Products,METHANOL,YES,TRI,NO,0,NO,PRODUCTION,EMD MILLIPORE CORP
2018,OSRAM SYLVANIA PRODUCTS INC,275 W MAIN ST,HILLSBORO,HILLSBOROUGH,NH,03244,275 W MAIN ST HILLSBORO NH 3244,43.1117,-71.91656,NO,Electrical Equipment,CHROMIUM,YES,TRI,YES,1,NO,PRODUCTION,NA
2018,EMD MILLIPORE CORP,11 PRESCOTT RD,JAFFREY,CHESHIRE,NH,03452,11 PRESCOTT RD JAFFREY NH 3452,42.799373,-71.985188,NO,Computers and Electronic Products,N-METHYL-2-PYRROLIDONE,NO,TRI,NO,0,NO,PRODUCTION,EMD MILLIPORE CORP
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,N-BUTYL ALCOHOL,NO,TRI,NO,0,NO,PRODUCTION,WORTHEN INDUSTRIES INC
2018,NEW HAMPSHIRE BALL BEARINGS I NC,155 LEXINGTON DR,LACONIA,BELKNAP,NH,03246,155 LEXINGTON DR LACONIA NH 3246,43.54432,-71.49148,NO,Transportation Equipment,NICKEL  and NICKEL COMPOUNDS,YES,TRI,YES,1,YES,PRODUCTION,NMB USA INC
2018,SPRAGUE RIVER ROAD TERMINAL,372 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,372 SHATTUCK WAY NEWINGTON NH 3801,43.1117,-70.815,NO,Petroleum Bulk Terminals,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,SPRAGUE RESOURCES LP
2018,HOOKSETT CRUSHED STONE PIKE INDUSTRIES INC,38 HACKETT HILL RD,HOOKSETT,MERRIMACK,NH,03106,38 HACKETT HILL RD HOOKSETT NH 3106,43.0823,-71.47623,NO,Petroleum,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,CRH AMERICAS INC
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,TOLUENE,YES,TRI,NO,0,NO,PRODUCTION,WORTHEN INDUSTRIES INC
2018,TURBOCAM INT,607 CALEF HIGHWAY,BARRINGTON,STRAFFORD,NH,03825,607 CALEF HIGHWAY BARRINGTON NH 3825,43.205661,-70.996603,NO,Fabricated Metals,NICKEL COMPOUNDS,YES,TRI,YES,1,YES,PRODUCTION,NA
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,O-XYLENE,YES,TRI,NO,0,NO,,WORTHEN INDUSTRIES INC
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,N-METHYL-2-PYRROLIDONE,NO,TRI,NO,0,NO,PRODUCTION,WORTHEN INDUSTRIES INC
2018,OSRAM SYLVANIA PRODUCTS INC,275 W MAIN ST,HILLSBORO,HILLSBOROUGH,NH,03244,275 W MAIN ST HILLSBORO NH 3244,43.1117,-71.91656,NO,Electrical Equipment,COPPER,NO,TRI,YES,1,NO,PRODUCTION,NA
2018,HOOKSETT CRUSHED STONE PIKE INDUSTRIES INC,38 HACKETT HILL RD,HOOKSETT,MERRIMACK,NH,03106,38 HACKETT HILL RD HOOKSETT NH 3106,43.0823,-71.47623,NO,Petroleum,LEAD,YES,PBT,YES,1,YES,PRODUCTION,CRH AMERICAS INC
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,TOLUENE DIISOCYANATE (MIXED ISOMERS),NO,TRI,NO,0,YES,PRODUCTION,WORTHEN INDUSTRIES INC
2018,EMD MILLIPORE CORP,11 PRESCOTT RD,JAFFREY,CHESHIRE,NH,03452,11 PRESCOTT RD JAFFREY NH 3452,42.799373,-71.985188,NO,Computers and Electronic Products,DICHLOROMETHANE,YES,TRI,NO,0,YES,PRODUCTION,EMD MILLIPORE CORP
2018,BROX INDUSTRIES INC,253 ROCHESTER NECK RD,ROCHESTER,STRAFFORD,NH,03839,253 ROCHESTER NECK RD ROCHESTER NH 3839,43.2331,-70.9552,NO,Petroleum,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,BROX INDUSTRIES INC
2018,TURBOCAM INT,607 CALEF HIGHWAY,BARRINGTON,STRAFFORD,NH,03825,607 CALEF HIGHWAY BARRINGTON NH 3825,43.205661,-70.996603,NO,Fabricated Metals,LEAD COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,NA
2018,WHITE MOUNTAIN IMAGING,46 CHENELL DR,CONCORD,MERRIMACK,NH,03301,46 CHENELL DR CONCORD NH 3301,43.20614,-71.48778,NO,Chemicals,HYDROQUINONE,YES,TRI,NO,0,NO,,WHITE MOUNTAIN IMAGING
2018,BROX INDUSTRIES INC,85 GREELEY ST,HUDSON,HILLSBOROUGH,NH,03051,85 GREELEY ST HUDSON NH 3051,42.785679,-71.415398,NO,Petroleum,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,BROX INDUSTRIES INC
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,DIISOCYANATES,YES,TRI,NO,0,NO,PRODUCTION,WORTHEN INDUSTRIES INC
2018,BROX INDUSTRIES INC,253 ROCHESTER NECK RD,ROCHESTER,STRAFFORD,NH,03839,253 ROCHESTER NECK RD ROCHESTER NH 3839,43.2331,-70.9552,NO,Petroleum,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,BROX INDUSTRIES INC
2018,TURBOCAM INT,607 CALEF HIGHWAY,BARRINGTON,STRAFFORD,NH,03825,607 CALEF HIGHWAY BARRINGTON NH 3825,43.205661,-70.996603,NO,Fabricated Metals,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,TRI,YES,1,NO,PRODUCTION,NA
2018,HOOKSETT CRUSHED STONE PIKE INDUSTRIES INC,38 HACKETT HILL RD,HOOKSETT,MERRIMACK,NH,03106,38 HACKETT HILL RD HOOKSETT NH 3106,43.0823,-71.47623,NO,Petroleum,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,CRH AMERICAS INC
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,XYLENE (MIXED ISOMERS),YES,TRI,NO,0,NO,PRODUCTION,WORTHEN INDUSTRIES INC
2018,TURBOCAM INT,607 CALEF HIGHWAY,BARRINGTON,STRAFFORD,NH,03825,607 CALEF HIGHWAY BARRINGTON NH 3825,43.205661,-70.996603,NO,Fabricated Metals,COPPER COMPOUNDS,NO,TRI,YES,1,NO,PRODUCTION,NA
2018,MANCHESTER REDIMIX CONCRETE INC,89 CALEF RD,MANCHESTER,HILLSBOROUGH,NH,03103,89 CALEF RD MANCHESTER NH 3103,42.97603,-71.46153,NO,Nonmetallic Mineral Product,NITRATE COMPOUNDS,NO,TRI,NO,0,NO,,CRH AMERICAS INC
2018,WORTHEN INDUSTRIES INC UPACO DIV,3 E SPITBROOK RD,NASHUA,HILLSBOROUGH,NH,03060,3 E SPITBROOK RD NASHUA NH 3060,42.7104,-71.43898,NO,Chemicals,N-HEXANE,YES,TRI,NO,0,NO,PRODUCTION,WORTHEN INDUSTRIES INC
2018,HITCHINER MANUFACTURING CO INC,594 ELM ST,MILFORD,HILLSBOROUGH,NH,03055,594 ELM ST MILFORD NH 3055,42.83966,-71.70009,NO,Primary Metals,COBALT,YES,TRI,YES,1,YES,PRODUCTION,HITCHINER MANUFACTURING CO INC
2018,LAARS HEATING SYSTEMS,20 INDUSTRIAL WAY,ROCHESTER,STRAFFORD,NH,03867,20 INDUSTRIAL WAY ROCHESTER NH 3867,43.30963,-71.00023,NO,Machinery,NICKEL,YES,TRI,YES,1,YES,PRODUCTION,BRADFORD WHITE CORP
2018,HITCHINER MANUFACTURING CO INC,594 ELM ST,MILFORD,HILLSBOROUGH,NH,03055,594 ELM ST MILFORD NH 3055,42.83966,-71.70009,NO,Primary Metals,NICKEL,YES,TRI,YES,1,YES,PRODUCTION,HITCHINER MANUFACTURING CO INC
2018,PITCO FRIALATOR INC,553 RT 3A,BOW,MERRIMACK,NH,03304,553 RT 3A BOW NH 3304,43.17239,-71.52749,NO,Machinery,NICKEL,YES,TRI,YES,1,YES,PRODUCTION,THE MIDDELBY CORP
2018,GEORGIA-PACIFIC GYPSUM LLC NEWINGTON NH,170 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,170 SHATTUCK WAY NEWINGTON NH 3801,43.101421,-70.80188,NO,Nonmetallic Mineral Product,LEAD  and LEAD COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,KOCH INDUSTRIES INC
2018,FITCH FUEL CO INC,178 SUMMER ST,LANCASTER,COOS,NH,03584,178 SUMMER ST LANCASTER NH 3584,44.503324,-71.568014,NO,Other,"1,2,4-TRIMETHYLBENZENE",NO,TRI,NO,0,NO,PRODUCTION,NA
2018,FITCH FUEL CO INC,178 SUMMER ST,LANCASTER,COOS,NH,03584,178 SUMMER ST LANCASTER NH 3584,44.503324,-71.568014,NO,Other,BIPHENYL,YES,TRI,NO,0,NO,PRODUCTION,NA
2018,BURNDY LLC,34 BERN DIBNER RD,LINCOLN,GRAFTON,NH,03251,34 BERN DIBNER RD LINCOLN NH 3251,44.049182,-71.683694,NO,Electrical Equipment,NITRATE COMPOUNDS,NO,TRI,NO,0,NO,ACTIVITY,HUBBELL INC
2018,BURNDY LLC,34 BERN DIBNER RD,LINCOLN,GRAFTON,NH,03251,34 BERN DIBNER RD LINCOLN NH 3251,44.049182,-71.683694,NO,Electrical Equipment,NITRIC ACID,NO,TRI,NO,0,NO,ACTIVITY,HUBBELL INC
2018,GEORGIA-PACIFIC GYPSUM LLC NEWINGTON NH,170 SHATTUCK WAY,NEWINGTON,ROCKINGHAM,NH,03801,170 SHATTUCK WAY NEWINGTON NH 3801,43.101421,-70.80188,NO,Nonmetallic Mineral Product,MERCURY  and MERCURY COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,KOCH INDUSTRIES INC
2018,LAARS HEATING SYSTEMS,20 INDUSTRIAL WAY,ROCHESTER,STRAFFORD,NH,03867,20 INDUSTRIAL WAY ROCHESTER NH 3867,43.30963,-71.00023,NO,Machinery,COPPER,NO,TRI,YES,1,NO,PRODUCTION,BRADFORD WHITE CORP
2018,WORTHEN INDUSTRIES,34 CELLU DR,NASHUA,HILLSBOROUGH,NH,03063,34 CELLU DR NASHUA NH 3063,42.79838,-71.53392,NO,Textiles,TOLUENE,YES,TRI,NO,0,NO,PRODUCTION,NA
2018,HITCHINER MANUFACTURING CO INC,594 ELM ST,MILFORD,HILLSBOROUGH,NH,03055,594 ELM ST MILFORD NH 3055,42.83966,-71.70009,NO,Primary Metals,CHROMIUM,YES,TRI,YES,1,NO,PRODUCTION,HITCHINER MANUFACTURING CO INC
2018,FITCH FUEL CO INC,178 SUMMER ST,LANCASTER,COOS,NH,03584,178 SUMMER ST LANCASTER NH 3584,44.503324,-71.568014,NO,Other,TOLUENE,YES,TRI,NO,0,NO,PRODUCTION,NA
2018,SIG SAUER INC,18 INDUSTRIAL DR,EXETER,ROCKINGHAM,NH,03833,18 INDUSTRIAL DR EXETER NH 3833,42.99223,-70.9639,NO,Fabricated Metals,LEAD COMPOUNDS,YES,PBT,YES,1,NO,ACTIVITY,NA
2018,FITCH FUEL CO INC,178 SUMMER ST,LANCASTER,COOS,NH,03584,178 SUMMER ST LANCASTER NH 3584,44.503324,-71.568014,NO,Other,ETHYLBENZENE,YES,TRI,NO,0,YES,PRODUCTION,NA
2018,WORTHEN INDUSTRIES,34 CELLU DR,NASHUA,HILLSBOROUGH,NH,03063,34 CELLU DR NASHUA NH 3063,42.79838,-71.53392,NO,Textiles,VINYL ACETATE,YES,TRI,NO,0,YES,ACTIVITY,NA
2018,ANHEUSER-BUSCH LLC (MERRIMACK BREWERY),221 DANIEL WEBSTER HWY,MERRIMACK,HILLSBOROUGH,NH,03054,221 DANIEL WEBSTER HWY MERRIMACK NH 3054,42.82407,-71.485564,NO,Beverages,NITRATE COMPOUNDS,NO,TRI,NO,0,NO,PRODUCTION,ANHEUSER-BUSCH COS LLC
2018,FITCH FUEL CO INC,178 SUMMER ST,LANCASTER,COOS,NH,03584,178 SUMMER ST LANCASTER NH 3584,44.503324,-71.568014,NO,Other,BENZENE,YES,TRI,NO,0,YES,PRODUCTION,NA
2018,FITCH FUEL CO INC,178 SUMMER ST,LANCASTER,COOS,NH,03584,178 SUMMER ST LANCASTER NH 3584,44.503324,-71.568014,NO,Other,CUMENE,YES,TRI,NO,0,YES,PRODUCTION,NA
2018,PITCO FRIALATOR INC,553 RT 3A,BOW,MERRIMACK,NH,03304,553 RT 3A BOW NH 3304,43.17239,-71.52749,NO,Machinery,CHROMIUM,YES,TRI,YES,1,NO,PRODUCTION,THE MIDDELBY CORP
2018,FITCH FUEL CO INC,178 SUMMER ST,LANCASTER,COOS,NH,03584,178 SUMMER ST LANCASTER NH 3584,44.503324,-71.568014,NO,Other,XYLENE (MIXED ISOMERS),YES,TRI,NO,0,NO,PRODUCTION,NA
2018,BURNDY LLC,34 BERN DIBNER RD,LINCOLN,GRAFTON,NH,03251,34 BERN DIBNER RD LINCOLN NH 3251,44.049182,-71.683694,NO,Electrical Equipment,COPPER  and COPPER COMPOUNDS,NO,TRI,YES,1,NO,ACTIVITY,HUBBELL INC
2018,FITCH FUEL CO INC,178 SUMMER ST,LANCASTER,COOS,NH,03584,178 SUMMER ST LANCASTER NH 3584,44.503324,-71.568014,NO,Other,NAPHTHALENE,YES,TRI,NO,0,YES,PRODUCTION,NA
2018,LAARS HEATING SYSTEMS,20 INDUSTRIAL WAY,ROCHESTER,STRAFFORD,NH,03867,20 INDUSTRIAL WAY ROCHESTER NH 3867,43.30963,-71.00023,NO,Machinery,MANGANESE,YES,TRI,YES,1,NO,PRODUCTION,BRADFORD WHITE CORP
2018,US ARMY NATIONAL GUARD STRAFFORD TRAINING SITE RANGE,19 AUSTIN CATE DR,STRAFFORD,STRAFFORD,NH,03884,19 AUSTIN CATE DR STRAFFORD NH 3884,43.271488,-71.126853,YES,Other,LEAD,YES,PBT,YES,1,YES,,US DEPARTMENT OF DEFENSE
2018,PITCO FRIALATOR INC,553 RT 3A,BOW,MERRIMACK,NH,03304,553 RT 3A BOW NH 3304,43.17239,-71.52749,NO,Machinery,MANGANESE,YES,TRI,YES,1,NO,PRODUCTION,THE MIDDELBY CORP
2018,LAARS HEATING SYSTEMS,20 INDUSTRIAL WAY,ROCHESTER,STRAFFORD,NH,03867,20 INDUSTRIAL WAY ROCHESTER NH 3867,43.30963,-71.00023,NO,Machinery,CHROMIUM,YES,TRI,YES,1,NO,PRODUCTION,BRADFORD WHITE CORP
2018,ANHEUSER-BUSCH LLC (MERRIMACK BREWERY),221 DANIEL WEBSTER HWY,MERRIMACK,HILLSBOROUGH,NH,03054,221 DANIEL WEBSTER HWY MERRIMACK NH 3054,42.82407,-71.485564,NO,Beverages,NITRIC ACID,NO,TRI,NO,0,NO,PRODUCTION,ANHEUSER-BUSCH COS LLC
2018,SIG SAUER INC,18 INDUSTRIAL DR,EXETER,ROCKINGHAM,NH,03833,18 INDUSTRIAL DR EXETER NH 3833,42.99223,-70.9639,NO,Fabricated Metals,COPPER,NO,TRI,YES,1,NO,PRODUCTION,NA
2018,BURNDY LLC,34 BERN DIBNER RD,LINCOLN,GRAFTON,NH,03251,34 BERN DIBNER RD LINCOLN NH 3251,44.049182,-71.683694,NO,Electrical Equipment,LEAD,YES,PBT,YES,1,YES,PRODUCTION,HUBBELL INC
