YEAR,FACILITY NAME,STREET ADDRESS,CITY,COUNTY,STATE,ZIP,addresses,LATITUDE,LONGITUDE,FEDERAL FACILITY,INDUSTRY SECTOR,CHEMICAL,CLEAN AIR ACT CHEMICAL,CLASSIFICATION,METAL,METAL CATEGORY,CARCINOGEN,PROD_RATIO_OR_ ACTIVITY,PARENT CO NAME
2018,COLT REFINING INC,12A STAR DR,MERRIMACK,HILLSBOROUGH,NH,03054,12A STAR DR MERRIMACK NH 3054,42.83251,-71.48772,NO,Primary Metals,SILVER and SILVER COMPOUNDS,NO,TRI,YES,1,NO,PRODUCTION,NA
2018,COLT REFINING INC,12A STAR DR,MERRIMACK,HILLSBOROUGH,NH,03054,12A STAR DR MERRIMACK NH 3054,42.83251,-71.48772,NO,Primary Metals,COPPER,NO,TRI,YES,1,NO,PRODUCTION,NA
2018,FREUDENBERG-NOK SEALING TECHNOLOGIES,450 PLEASANT ST,BRISTOL,GRAFTON,NH,03222,450 PLEASANT ST BRISTOL NH 3222,43.585476,-71.750525,NO,Miscellaneous Manufacturing,ZINC COMPOUNDS,NO,TRI,YES,1,NO,PRODUCTION,FREUDENBERG-NOK GENERAL PTNR
2018,FREUDENBERG-NOK SEALING TECHNOLOGIES,450 PLEASANT ST,BRISTOL,GRAFTON,NH,03222,450 PLEASANT ST BRISTOL NH 3222,43.585476,-71.750525,NO,Miscellaneous Manufacturing,TOLUENE,YES,TRI,NO,0,NO,PRODUCTION,FREUDENBERG-NOK GENERAL PTNR
2018,AMPHENOL APC INC,91 NORTHEASTERN BLVD,NASHUA,HILLSBOROUGH,NH,03062,91 NORTHEASTERN BLVD NASHUA NH 3062,42.738005,-71.489815,NO,Computers and Electronic Products,LEAD  and LEAD COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,AMPHENOL CORP
2018,SCHILLER STATION,400 GOSLING RD,PORTSMOUTH,ROCKINGHAM,NH,03801,400 GOSLING RD PORTSMOUTH NH 3801,43.09726,-70.783801,NO,Electric Utilities,MERCURY  and MERCURY COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,GSP SCHILLER LLC
2018,GORHAM PAPER & TISSUE LLC,72 CASCADE FLATS,GORHAM,COOS,NH,03581,72 CASCADE FLATS GORHAM NH 3581,44.443738,-71.187308,NO,Paper,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,PATRIARCH PARTNERS LLC
2018,TURBOCAM ENERGY SOLUTIONS LLC,5 FARADAY DR,DOVER,STRAFFORD,NH,03820,5 FARADAY DR DOVER NH 3820,43.17996,-70.91297,NO,Machinery,CYANIDE COMPOUNDS,YES,TRI,NO,0,NO,PRODUCTION,NA
2018,WATTS REGULATOR CO DBA WEBSTER VALVE,583 S MAIN ST,FRANKLIN,MERRIMACK,NH,03235,583 S MAIN ST FRANKLIN NH 3235,43.42499,-71.65416,NO,Fabricated Metals,LEAD  and LEAD COMPOUNDS,YES,PBT,YES,1,NO,ACTIVITY,WATTS WATER TECHNOLOGIES
2018,PARKER HANNIFIN CORP CHOMERICS DIV,16 FLAGSTONE DR,HUDSON,HILLSBOROUGH,NH,03051,16 FLAGSTONE DR HUDSON NH 3051,42.73075,-71.43103,NO,Computers and Electronic Products,TETRABROMOBISPHENOL A,NO,PBT,NO,0,NO,PRODUCTION,PARKER HANNIFIN CORP
2018,NEW HAMPSHIRE BALL BEARINGS INC,175 JAFFERY RD,PETERBOROUGH,HILLSBOROUGH,NH,03458,175 JAFFERY RD PETERBOROUGH NH 3458,42.856405,-71.963371,NO,Fabricated Metals,COPPER,NO,TRI,YES,1,NO,PRODUCTION,NMB USA INC
2018,PRINCETON TECHNOLOGY CORP,33 CONSTITUTION DR,HUDSON,HILLSBOROUGH,NH,03051,33 CONSTITUTION DR HUDSON NH 3051,42.77392,-71.38944,NO,Computers and Electronic Products,LEAD COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,NA
2018,PIKE INDUSTRIES INC - PORTSMOUTH,650 PEVERLY ROAD,PORTSMOUTH,ROCKINGHAM,NH,03801,650 PEVERLY ROAD PORTSMOUTH NH 3801,43.047651,-70.776816,NO,Petroleum,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,CRH AMERICAS INC
2018,WATTS REGULATOR CO DBA WEBSTER VALVE,583 S MAIN ST,FRANKLIN,MERRIMACK,NH,03235,583 S MAIN ST FRANKLIN NH 3235,43.42499,-71.65416,NO,Fabricated Metals,NICKEL  and NICKEL COMPOUNDS,YES,TRI,YES,1,YES,ACTIVITY,WATTS WATER TECHNOLOGIES
2018,WATTS REGULATOR CO DBA WEBSTER VALVE,583 S MAIN ST,FRANKLIN,MERRIMACK,NH,03235,583 S MAIN ST FRANKLIN NH 3235,43.42499,-71.65416,NO,Fabricated Metals,ZINC COMPOUNDS,NO,TRI,YES,1,NO,PRODUCTION,WATTS WATER TECHNOLOGIES
2018,REDIMIX COS INC,325 MAST RD,DOVER,STRAFFORD,NH,03820,325 MAST RD DOVER NH 3820,43.16803,-70.8984,NO,Nonmetallic Mineral Product,NITRATE COMPOUNDS,NO,TRI,NO,0,NO,,CRH AMERICAS INC
2018,GE CO,9 INDUSTRIAL PARK DR,HOOKSETT,MERRIMACK,NH,03106,9 INDUSTRIAL PARK DR HOOKSETT NH 3106,43.061504,-71.447873,NO,Transportation Equipment,CHROMIUM,YES,TRI,YES,1,NO,PRODUCTION,GENERAL ELECTRIC CO (GE CO)
2018,NEW HAMPSHIRE BALL BEARINGS INC,175 JAFFERY RD,PETERBOROUGH,HILLSBOROUGH,NH,03458,175 JAFFERY RD PETERBOROUGH NH 3458,42.856405,-71.963371,NO,Fabricated Metals,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,TRI,YES,1,NO,PRODUCTION,NMB USA INC
2018,PIKE INDUSTRIES INC - PORTSMOUTH,650 PEVERLY ROAD,PORTSMOUTH,ROCKINGHAM,NH,03801,650 PEVERLY ROAD PORTSMOUTH NH 3801,43.047651,-70.776816,NO,Petroleum,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,CRH AMERICAS INC
2018,CASCADED PURCHASE HOLDING INC (DBA NEW HAMPSHIRE INDUSTRIES),35 CONNECTICUT RIVERBEND PL,CLAREMONT,SULLIVAN,NH,03743,35 CONNECTICUT RIVERBEND PL CLAREMONT NH 3743,43.40053,-72.3914,NO,Machinery,LEAD,YES,PBT,YES,1,YES,PRODUCTION,NA
2018,VIBRACOUSTIC NA LP,50 AMMON DR,MANCHESTER,HILLSBOROUGH,NH,03103,50 AMMON DR MANCHESTER NH 3103,42.93297,-71.44143,NO,Plastics and Rubber,DIISOCYANATES,YES,TRI,NO,0,NO,PRODUCTION,NA
2018,PIKE INDUSTRIES INC FARMINGTON,383 FARMINGTON RD,FARMINGTON,STRAFFORD,NH,03835,383 FARMINGTON RD FARMINGTON NH 3835,43.407359,-71.020456,NO,Petroleum,LEAD,YES,PBT,YES,1,YES,PRODUCTION,CRH AMERICAS INC
2018,BENCHMARK ELECTRONICS NH DIV,100 INNOVATIVE WAY,NASHUA,HILLSBOROUGH,NH,03062,100 INNOVATIVE WAY NASHUA NH 3062,42.713318,-71.458987,NO,Computers and Electronic Products,LEAD,YES,PBT,YES,1,YES,PRODUCTION,BENCHMARK ELECTRONICS INC
2018,AMPHENOL APC INC,91 NORTHEASTERN BLVD,NASHUA,HILLSBOROUGH,NH,03062,91 NORTHEASTERN BLVD NASHUA NH 3062,42.738005,-71.489815,NO,Computers and Electronic Products,COPPER  and COPPER COMPOUNDS,NO,TRI,YES,1,NO,PRODUCTION,AMPHENOL CORP
2018,AMPHENOL APC INC,91 NORTHEASTERN BLVD,NASHUA,HILLSBOROUGH,NH,03062,91 NORTHEASTERN BLVD NASHUA NH 3062,42.738005,-71.489815,NO,Computers and Electronic Products,NITRIC ACID,NO,TRI,NO,0,NO,ACTIVITY,AMPHENOL CORP
2018,IRVING OIL TERMINALS INC,50 PREBLE WAY,PORTSMOUTH,ROCKINGHAM,NH,03801,50 PREBLE WAY PORTSMOUTH NH 3801,43.0901,-70.76689,NO,Petroleum Bulk Terminals,"1,2,4-TRIMETHYLBENZENE",NO,TRI,NO,0,NO,PRODUCTION,IRVING OIL TERMINALS INC
2018,TURBOCAM INC,38 REDEMPTION DR,BARRINGTON,STRAFFORD,NH,03825,38 REDEMPTION DR BARRINGTON NH 3825,43.216265,-71.01946,NO,Fabricated Metals,NICKEL,YES,TRI,YES,1,YES,PRODUCTION,NA
2018,STURM RUGER & CO INC,411 SUNAPEE ST,NEWPORT,SULLIVAN,NH,03773,411 SUNAPEE ST NEWPORT NH 3773,43.379828,-72.152415,NO,Fabricated Metals,LEAD,YES,PBT,YES,1,YES,PRODUCTION,STURM RUGER & CO INC
2018,FREUDENBERG-NOK SEALING TECHNOLOGIES,450 PLEASANT ST,BRISTOL,GRAFTON,NH,03222,450 PLEASANT ST BRISTOL NH 3222,43.585476,-71.750525,NO,Miscellaneous Manufacturing,MANGANESE,YES,TRI,YES,1,NO,PRODUCTION,FREUDENBERG-NOK GENERAL PTNR
2018,GE CO,9 INDUSTRIAL PARK DR,HOOKSETT,MERRIMACK,NH,03106,9 INDUSTRIAL PARK DR HOOKSETT NH 3106,43.061504,-71.447873,NO,Transportation Equipment,BARIUM COMPOUNDS,NO,TRI,NO,3,NO,PRODUCTION,GENERAL ELECTRIC CO (GE CO)
2018,BURNDY LLC,150 BURNDY RD,LITTLETON,GRAFTON,NH,03561,150 BURNDY RD LITTLETON NH 3561,44.30085,-71.79362,NO,Electrical Equipment,COPPER,NO,TRI,YES,1,NO,PRODUCTION,HUBBELL INC
2018,THUNDERLINE-Z,11 HAZEL DR,HAMPSTEAD,ROCKINGHAM,NH,03841,11 HAZEL DR HAMPSTEAD NH 3841,42.87637,-71.15395,NO,Electrical Equipment,AMMONIA,NO,TRI,NO,0,NO,PRODUCTION,EMERSON ELECTRIC CO
2018,FREUDENBERG-NOK SEALING TECHNOLOGIES,450 PLEASANT ST,BRISTOL,GRAFTON,NH,03222,450 PLEASANT ST BRISTOL NH 3222,43.585476,-71.750525,NO,Miscellaneous Manufacturing,NICKEL,YES,TRI,YES,1,YES,PRODUCTION,FREUDENBERG-NOK GENERAL PTNR
2018,MARMON UTILITY LLC,53 OLD WILTON RD,MILFORD,HILLSBOROUGH,NH,03055,53 OLD WILTON RD MILFORD NH 3055,42.83947,-71.69331,NO,Electrical Equipment,ACETOPHENONE,YES,TRI,NO,0,NO,PRODUCTION,MARMON WIRE & CABLE INC
2018,WHELEN ENGINEERING,99 CEDA RD,CHARLESTOWN,SULLIVAN,NH,03603,99 CEDA RD CHARLESTOWN NH 3603,43.26615,-72.4033,NO,Transportation Equipment,COPPER,NO,TRI,YES,1,NO,PRODUCTION,WHELEN ENGINEERING
2018,STURM RUGER & CO INC,411 SUNAPEE ST,NEWPORT,SULLIVAN,NH,03773,411 SUNAPEE ST NEWPORT NH 3773,43.379828,-72.152415,NO,Fabricated Metals,MANGANESE,YES,TRI,YES,1,NO,PRODUCTION,STURM RUGER & CO INC
2018,AMPHENOL APC INC,91 NORTHEASTERN BLVD,NASHUA,HILLSBOROUGH,NH,03062,91 NORTHEASTERN BLVD NASHUA NH 3062,42.738005,-71.489815,NO,Computers and Electronic Products,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,TRI,NO,0,NO,PRODUCTION,AMPHENOL CORP
2018,BROX INDUSTRIES INC,1500 HOOKSETT RD,HOOKSETT,MERRIMACK,NH,03106,1500 HOOKSETT RD HOOKSETT NH 3106,43.07094,-71.45089,NO,Petroleum,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,BROX INDUSTRIES INC
2018,DUXBURY COMPOSITE PRODUCTS DBA PLP COMPOSITES,57 CREAMERY RD,FITZWILLIAM,CHESHIRE,NH,03447,57 CREAMERY RD FITZWILLIAM NH 3447,42.764,-72.152,NO,Plastics and Rubber,STYRENE,YES,TRI,NO,0,YES,PRODUCTION,NA
2018,HARCROS CHEMICALS INC,8 CAPITAL ST,NASHUA,HILLSBOROUGH,NH,03063,8 CAPITAL ST NASHUA NH 3063,42.794119,-71.530457,NO,Chemical Wholesalers,NITRIC ACID,NO,TRI,NO,0,NO,,HARCROS CHEMICALS INC
2018,US DOD USAF PEASE ANG,302 NEWMARKET ST,PORTSMOUTH,ROCKINGHAM,NH,03801,302 NEWMARKET ST PORTSMOUTH NH 3801,43.089722,-70.818071,YES,Other,BENZENE,YES,TRI,NO,0,YES,ACTIVITY,US DEPARTMENT OF DEFENSE
2018,FIREYE INC,3 MANCHESTER RD,DERRY,ROCKINGHAM,NH,03038,3 MANCHESTER RD DERRY NH 3038,42.89426,-71.32777,NO,Computers and Electronic Products,LEAD,YES,PBT,YES,1,YES,PRODUCTION,UNITED TECHNOLOGIES CORP
2018,VARITRON ALTRONICS,12 EXECUTIVE DR,HUDSON,HILLSBOROUGH,NH,03051,12 EXECUTIVE DR HUDSON NH 3051,42.74018,-71.42688,NO,Computers and Electronic Products,LEAD,YES,PBT,YES,1,YES,PRODUCTION,NA
2018,US DOD USAF PEASE ANG,302 NEWMARKET ST,PORTSMOUTH,ROCKINGHAM,NH,03801,302 NEWMARKET ST PORTSMOUTH NH 3801,43.089722,-70.818071,YES,Other,XYLENE (MIXED ISOMERS),YES,TRI,NO,0,NO,ACTIVITY,US DEPARTMENT OF DEFENSE
2018,AIRGAS USA LLC,17 NORTHWESTERN DR,SALEM,ROCKINGHAM,NH,03079,17 NORTHWESTERN DR SALEM NH 3079,42.77499,-71.26219,NO,Chemical Wholesalers,PROPYLENE,NO,TRI,NO,0,NO,,AIRGAS INC
2018,TECOMET INC,253 ABBY RD,MANCHESTER,HILLSBOROUGH,NH,03103,253 ABBY RD MANCHESTER NH 3103,42.93557,-71.41994,NO,Miscellaneous Manufacturing,LEAD,YES,PBT,YES,1,YES,PRODUCTION,TECOMET INC
2018,HARCROS CHEMICALS INC,8 CAPITAL ST,NASHUA,HILLSBOROUGH,NH,03063,8 CAPITAL ST NASHUA NH 3063,42.794119,-71.530457,NO,Chemical Wholesalers,HYDROGEN FLUORIDE,YES,TRI,NO,0,NO,,HARCROS CHEMICALS INC
2018,US DOD USAF PEASE ANG,302 NEWMARKET ST,PORTSMOUTH,ROCKINGHAM,NH,03801,302 NEWMARKET ST PORTSMOUTH NH 3801,43.089722,-70.818071,YES,Other,NAPHTHALENE,YES,TRI,NO,0,YES,ACTIVITY,US DEPARTMENT OF DEFENSE
2018,US DOD USAF PEASE ANG,302 NEWMARKET ST,PORTSMOUTH,ROCKINGHAM,NH,03801,302 NEWMARKET ST PORTSMOUTH NH 3801,43.089722,-70.818071,YES,Other,ETHYLBENZENE,YES,TRI,NO,0,YES,ACTIVITY,US DEPARTMENT OF DEFENSE
2018,BROX INDUSTRIES INC,1500 HOOKSETT RD,HOOKSETT,MERRIMACK,NH,03106,1500 HOOKSETT RD HOOKSETT NH 3106,43.07094,-71.45089,NO,Petroleum,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,BROX INDUSTRIES INC
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,GSP MERRIMACK LLC
2018,GORHAM SAND & GRAVEL PIKE INDUSTRIES INC,44 LANCASTER RD (ROUTE 2),GORHAM,COOS,NH,03581,44 LANCASTER RD (ROUTE 2) GORHAM NH 3581,44.397882,-71.202217,NO,Petroleum,LEAD,YES,PBT,YES,1,YES,PRODUCTION,CRH AMERICAS INC
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,MERCURY  and MERCURY COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,GSP MERRIMACK LLC
2018,HYPERTHERM INC,88 ETNA RD,LEBANON,GRAFTON,NH,03766,88 ETNA RD LEBANON NH 3766,43.66316,-72.24265,NO,Fabricated Metals,LEAD,YES,PBT,YES,1,YES,PRODUCTION,HYPERTHERM INC
2018,CIRCUIT CONNECT INC,4 STATE ST,NASHUA,HILLSBOROUGH,NH,03063,4 STATE ST NASHUA NH 3063,42.79471,-71.52637,NO,Computers and Electronic Products,LEAD,YES,PBT,YES,1,YES,ACTIVITY,NA
2018,CIRCUIT CONNECT INC,4 STATE ST,NASHUA,HILLSBOROUGH,NH,03063,4 STATE ST NASHUA NH 3063,42.79471,-71.52637,NO,Computers and Electronic Products,AMMONIA,NO,TRI,NO,0,NO,PRODUCTION,NA
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,BARIUM  and BARIUM COMPOUNDS,NO,TRI,NO,3,NO,PRODUCTION,GSP MERRIMACK LLC
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,GSP MERRIMACK LLC
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,TRI,NO,0,NO,PRODUCTION,GSP MERRIMACK LLC
2018,NOVO NORDISK US BIO PRODUCTION INC,9 TECHNOLOGY DR,WEST LEBANON,GRAFTON,NH,03784,9 TECHNOLOGY DR WEST LEBANON NH 3784,43.62272,-72.31281,NO,Chemicals,ETHYLENE GLYCOL,YES,TRI,NO,0,NO,PRODUCTION,NA
2018,CIRCUIT CONNECT INC,4 STATE ST,NASHUA,HILLSBOROUGH,NH,03063,4 STATE ST NASHUA NH 3063,42.79471,-71.52637,NO,Computers and Electronic Products,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,TRI,NO,0,NO,PRODUCTION,NA
2018,MONADNOCK PAPER MILL,117 ANTRIM RD,BENNINGTON,HILLSBOROUGH,NH,03442,117 ANTRIM RD BENNINGTON NH 3442,43.010602,-71.927174,NO,Paper,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,ACTIVITY,MONADNOCK PAPER MILL
2018,MONADNOCK PAPER MILL,117 ANTRIM RD,BENNINGTON,HILLSBOROUGH,NH,03442,117 ANTRIM RD BENNINGTON NH 3442,43.010602,-71.927174,NO,Paper,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,ACTIVITY,MONADNOCK PAPER MILL
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,LEAD  and LEAD COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,GSP MERRIMACK LLC
2018,GORHAM SAND & GRAVEL PIKE INDUSTRIES INC,44 LANCASTER RD (ROUTE 2),GORHAM,COOS,NH,03581,44 LANCASTER RD (ROUTE 2) GORHAM NH 3581,44.397882,-71.202217,NO,Petroleum,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,CRH AMERICAS INC
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,HYDROGEN FLUORIDE,YES,TRI,NO,0,NO,PRODUCTION,GSP MERRIMACK LLC
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,TRI,NO,0,NO,PRODUCTION,GSP MERRIMACK LLC
2018,NOVO NORDISK US BIO PRODUCTION INC,9 TECHNOLOGY DR,WEST LEBANON,GRAFTON,NH,03784,9 TECHNOLOGY DR WEST LEBANON NH 3784,43.62272,-72.31281,NO,Chemicals,PROPYLENE,NO,TRI,NO,0,NO,PRODUCTION,NA
2018,GORHAM SAND & GRAVEL PIKE INDUSTRIES INC,44 LANCASTER RD (ROUTE 2),GORHAM,COOS,NH,03581,44 LANCASTER RD (ROUTE 2) GORHAM NH 3581,44.397882,-71.202217,NO,Petroleum,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,CRH AMERICAS INC
2018,REDIMIX COS INC,75 RIVER RD,BOW,MERRIMACK,NH,03304,75 RIVER RD BOW NH 3304,43.07655,-71.46944,NO,Nonmetallic Mineral Product,NITRATE COMPOUNDS,NO,TRI,NO,0,NO,,CRH AMERICAS INC
2018,MERRIMACK STATION,431 RIVER RD,BOW,MERRIMACK,NH,03304,431 RIVER RD BOW NH 3304,43.140833,-71.467778,NO,Electric Utilities,AMMONIA,NO,TRI,NO,0,NO,PRODUCTION,GSP MERRIMACK LLC
2018,BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION,65 SPIT BROOK RD,NASHUA,HILLSBOROUGH,NH,03060,65 SPIT BROOK RD NASHUA NH 3060,42.70934,-71.44742,NO,Computers and Electronic Products,LEAD,YES,PBT,YES,1,YES,ACTIVITY,BAE SYSTEMS INC
2018,LUMINESCENT SYSTEMS INC,4 LUCENT DR,LEBANON,GRAFTON,NH,03766,4 LUCENT DR LEBANON NH 3766,43.68097,-72.26117,NO,Electrical Equipment,PROPYLENE,NO,TRI,NO,0,NO,PRODUCTION,ASTRONICS CORP
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,LEAD  and LEAD COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,GSP NEWINGTON LLC
2018,URASEAL INC,1 WASHINGTON ST - SUITE 2156,DOVER,STRAFFORD,NH,03820,1 WASHINGTON ST - SUITE 2156 DOVER NH 3820,43.19532,-70.87184,NO,Chemicals,DIISOCYANATES,YES,TRI,NO,0,NO,,NA
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,"BENZO(G,H,I)PERYLENE",YES,PBT,NO,0,NO,PRODUCTION,GSP NEWINGTON LLC
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,MERCURY  and MERCURY COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,GSP NEWINGTON LLC
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,TRI,NO,0,NO,PRODUCTION,GSP NEWINGTON LLC
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,GSP NEWINGTON LLC
2018,L3 TECHNOLOGIES,9 AKIRA WAY,LONDONDERRY,ROCKINGHAM,NH,03053,9 AKIRA WAY LONDONDERRY NH 3053,42.93258,-71.41917,NO,Machinery,LEAD  and LEAD COMPOUNDS,YES,PBT,YES,1,NO,PRODUCTION,L3 TECHNOLOGIES INC
2018,HENKEL US OPERATIONS CORP,167 BATCHELDER RD,SEABROOK,ROCKINGHAM,NH,03874,167 BATCHELDER RD SEABROOK NH 3874,42.88424,-70.88669,NO,Chemicals,METHYL METHACRYLATE,YES,TRI,NO,0,NO,PRODUCTION,HENKEL US OPERATIONS CORP
2018,HENKEL US OPERATIONS CORP,167 BATCHELDER RD,SEABROOK,ROCKINGHAM,NH,03874,167 BATCHELDER RD SEABROOK NH 3874,42.88424,-70.88669,NO,Chemicals,N-METHYL-2-PYRROLIDONE,NO,TRI,NO,0,NO,PRODUCTION,HENKEL US OPERATIONS CORP
2018,HENKEL US OPERATIONS CORP,167 BATCHELDER RD,SEABROOK,ROCKINGHAM,NH,03874,167 BATCHELDER RD SEABROOK NH 3874,42.88424,-70.88669,NO,Chemicals,DIISOCYANATES,YES,TRI,NO,0,NO,PRODUCTION,HENKEL US OPERATIONS CORP
2018,HENKEL US OPERATIONS CORP,167 BATCHELDER RD,SEABROOK,ROCKINGHAM,NH,03874,167 BATCHELDER RD SEABROOK NH 3874,42.88424,-70.88669,NO,Chemicals,TOLUENE,YES,TRI,NO,0,NO,,HENKEL US OPERATIONS CORP
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,Dioxin,NO,0,YES,PRODUCTION,GSP NEWINGTON LLC
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,MANGANESE  and MANGANESE COMPOUNDS,YES,TRI,YES,1,NO,PRODUCTION,GSP NEWINGTON LLC
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,TRI,NO,0,NO,PRODUCTION,GSP NEWINGTON LLC
2018,HENKEL US OPERATIONS CORP,167 BATCHELDER RD,SEABROOK,ROCKINGHAM,NH,03874,167 BATCHELDER RD SEABROOK NH 3874,42.88424,-70.88669,NO,Chemicals,N-HEXANE,YES,TRI,NO,0,NO,,HENKEL US OPERATIONS CORP
2018,URASEAL INC,1 WASHINGTON ST - SUITE 2156,DOVER,STRAFFORD,NH,03820,1 WASHINGTON ST - SUITE 2156 DOVER NH 3820,43.19532,-70.87184,NO,Chemicals,THIABENDAZOLE,NO,TRI,NO,0,NO,,NA
2018,NEWINGTON STATION,165 GOSLING RD,NEWINGTON,ROCKINGHAM,NH,03801,165 GOSLING RD NEWINGTON NH 3801,43.09962,-70.79106,NO,Electric Utilities,NAPHTHALENE,YES,TRI,NO,0,YES,PRODUCTION,GSP NEWINGTON LLC
2018,JAEGER USA INC,104 PICKERING RD,GONIC,STRAFFORD,NH,03839,104 PICKERING RD GONIC NH 3839,43.26936,-70.96842,NO,Textiles,TOLUENE,YES,TRI,NO,0,NO,PRODUCTION,JAEGER AUSTRIA HOLDING GESMBH
2018,HYPERTHERM INC,21 GREAT HOLLOW RD,HANOVER,GRAFTON,NH,03755,21 GREAT HOLLOW RD HANOVER NH 3755,43.6823,-72.2353,NO,Fabricated Metals,COPPER,NO,TRI,YES,1,NO,PRODUCTION,HYPERTHERM INC
2018,LEBANON CRUSHED STONE PIKE INDUSTRIES INC,335 PLAINFIELD RD,WEST LEBANON,GRAFTON,NH,03784,335 PLAINFIELD RD WEST LEBANON NH 3784,43.617851,-72.326956,NO,Petroleum,POLYCYCLIC AROMATIC COMPOUNDS,YES,PBT,NO,0,YES,PRODUCTION,CRH AMERICAS INC
